"population","demographic_group","indicator","survey_year","value","indicator_type"
adults,Non-disabled women,Meets sleep duration recommendations,2016,0.0,Other
adults,Disabled women,Meets sleep duration recommendations,2016,0.0,Other
adults,Total,Sleeps more than recommended,2016,0.0,Behaviour
adults,Men,Sleeps more than recommended,2016,0.0,Behaviour
adults,Women,Sleeps more than recommended,2016,0.0,Behaviour
adults,"15-24",Sleeps more than recommended,2016,0.0,Behaviour
adults,"25-34",Sleeps more than recommended,2016,0.0,Behaviour
adults,"35-44",Sleeps more than recommended,2016,0.0,Behaviour
adults,"45-54",Sleeps more than recommended,2016,0.0,Behaviour
adults,"55-64",Sleeps more than recommended,2016,0.0,Behaviour
adults,"65-74",Sleeps more than recommended,2016,0.0,Behaviour
adults,"75+",Sleeps more than recommended,2016,0.0,Behaviour
adults,Total Māori,Sleeps more than recommended,2016,0.0,Behaviour
adults,Total Pacific,Sleeps more than recommended,2016,0.0,Behaviour
adults,Total Asian,Sleeps more than recommended,2016,0.0,Behaviour
adults,Total European/Other,Sleeps more than recommended,2016,0.0,Behaviour
adults,Total Northern,Sleeps more than recommended,2016,0.0,Behaviour
adults,Total Midland,Sleeps more than recommended,2016,0.0,Behaviour
adults,Total Central,Sleeps more than recommended,2016,0.0,Behaviour
adults,Total South Island,Sleeps more than recommended,2016,0.0,Behaviour
adults,Māori men,Sleeps more than recommended,2016,0.0,Behaviour
adults,Māori women,Sleeps more than recommended,2016,0.0,Behaviour
adults,Pacific men,Sleeps more than recommended,2016,0.0,Behaviour
adults,Pacific women,Sleeps more than recommended,2016,0.0,Behaviour
adults,Asian men,Sleeps more than recommended,2016,0.0,Behaviour
adults,Asian women,Sleeps more than recommended,2016,0.0,Behaviour
adults,European/Other men,Sleeps more than recommended,2016,0.0,Behaviour
adults,European/Other women,Sleeps more than recommended,2016,0.0,Behaviour
adults,Northern men,Sleeps more than recommended,2016,0.0,Behaviour
adults,Midland men,Sleeps more than recommended,2016,0.0,Behaviour
adults,Central men,Sleeps more than recommended,2016,0.0,Behaviour
adults,South Island men,Sleeps more than recommended,2016,0.0,Behaviour
adults,Northern women,Sleeps more than recommended,2016,0.0,Behaviour
adults,Midland women,Sleeps more than recommended,2016,0.0,Behaviour
adults,Central women,Sleeps more than recommended,2016,0.0,Behaviour
adults,South Island women,Sleeps more than recommended,2016,0.0,Behaviour
adults,Total Non-disabled,Sleeps more than recommended,2016,0.0,Behaviour
adults,Total Disabled,Sleeps more than recommended,2016,0.0,Behaviour
adults,Non-disabled men,Sleeps more than recommended,2016,0.0,Behaviour
adults,Disabled men,Sleeps more than recommended,2016,0.0,Behaviour
adults,Non-disabled women,Sleeps more than recommended,2016,0.0,Behaviour
adults,Disabled women,Sleeps more than recommended,2016,0.0,Behaviour
adults,Total,Mean number of hours of sleep,2016,0.0,Measurement
adults,Men,Mean number of hours of sleep,2016,0.0,Measurement
adults,Women,Mean number of hours of sleep,2016,0.0,Measurement
adults,"15-24",Mean number of hours of sleep,2016,0.0,Measurement
adults,"25-34",Mean number of hours of sleep,2016,0.0,Measurement
adults,"35-44",Mean number of hours of sleep,2016,0.0,Measurement
adults,"45-54",Mean number of hours of sleep,2016,0.0,Measurement
adults,"55-64",Mean number of hours of sleep,2016,0.0,Measurement
adults,"65-74",Mean number of hours of sleep,2016,0.0,Measurement
adults,"75+",Mean number of hours of sleep,2016,0.0,Measurement
adults,Total Māori,Mean number of hours of sleep,2016,0.0,Measurement
adults,Total Pacific,Mean number of hours of sleep,2016,0.0,Measurement
adults,Total Asian,Mean number of hours of sleep,2016,0.0,Measurement
adults,Total European/Other,Mean number of hours of sleep,2016,0.0,Measurement
adults,Total Northern,Mean number of hours of sleep,2016,0.0,Measurement
adults,Total Midland,Mean number of hours of sleep,2016,0.0,Measurement
adults,Total Central,Mean number of hours of sleep,2016,0.0,Measurement
adults,Total South Island,Mean number of hours of sleep,2016,0.0,Measurement
adults,Māori men,Mean number of hours of sleep,2016,0.0,Measurement
adults,Māori women,Mean number of hours of sleep,2016,0.0,Measurement
adults,Pacific men,Mean number of hours of sleep,2016,0.0,Measurement
adults,Pacific women,Mean number of hours of sleep,2016,0.0,Measurement
adults,Asian men,Mean number of hours of sleep,2016,0.0,Measurement
adults,Asian women,Mean number of hours of sleep,2016,0.0,Measurement
adults,European/Other men,Mean number of hours of sleep,2016,0.0,Measurement
adults,European/Other women,Mean number of hours of sleep,2016,0.0,Measurement
adults,Northern men,Mean number of hours of sleep,2016,0.0,Measurement
adults,Midland men,Mean number of hours of sleep,2016,0.0,Measurement
adults,Central men,Mean number of hours of sleep,2016,0.0,Measurement
adults,South Island men,Mean number of hours of sleep,2016,0.0,Measurement
adults,Northern women,Mean number of hours of sleep,2016,0.0,Measurement
adults,Midland women,Mean number of hours of sleep,2016,0.0,Measurement
adults,Central women,Mean number of hours of sleep,2016,0.0,Measurement
adults,South Island women,Mean number of hours of sleep,2016,0.0,Measurement
adults,Total Non-disabled,Mean number of hours of sleep,2016,0.0,Measurement
adults,Total Disabled,Mean number of hours of sleep,2016,0.0,Measurement
adults,Non-disabled men,Mean number of hours of sleep,2016,0.0,Measurement
adults,Disabled men,Mean number of hours of sleep,2016,0.0,Measurement
adults,Non-disabled women,Mean number of hours of sleep,2016,0.0,Measurement
adults,Disabled women,Mean number of hours of sleep,2016,0.0,Measurement
adults,Total,Physically active,2016,50.1,Other
adults,Men,Physically active,2016,53.0,Other
adults,Women,Physically active,2016,47.4,Other
adults,"15-24",Physically active,2016,51.4,Other
adults,"25-34",Physically active,2016,52.8,Other
adults,"35-44",Physically active,2016,53.0,Other
adults,"45-54",Physically active,2016,52.9,Other
adults,"55-64",Physically active,2016,50.1,Other
adults,"65-74",Physically active,2016,46.5,Other
adults,"75+",Physically active,2016,34.7,Other
adults,Total Māori,Physically active,2016,51.1,Other
adults,Total Pacific,Physically active,2016,43.4,Other
adults,Total Asian,Physically active,2016,42.3,Other
adults,Total European/Other,Physically active,2016,51.9,Other
adults,Total Northern,Physically active,2016,44.2,Other
adults,Total Midland,Physically active,2016,54.3,Other
adults,Total Central,Physically active,2016,49.6,Other
adults,Total South Island,Physically active,2016,55.3,Other
adults,Māori men,Physically active,2016,57.6,Other
adults,Māori women,Physically active,2016,44.9,Other
adults,Pacific men,Physically active,2016,48.4,Other
adults,Pacific women,Physically active,2016,38.8,Other
adults,Asian men,Physically active,2016,42.4,Other
adults,Asian women,Physically active,2016,42.2,Other
adults,European/Other men,Physically active,2016,54.8,Other
adults,European/Other women,Physically active,2016,49.2,Other
adults,Northern men,Physically active,2016,47.8,Other
adults,Midland men,Physically active,2016,57.5,Other
adults,Central men,Physically active,2016,52.2,Other
adults,South Island men,Physically active,2016,56.9,Other
adults,Northern women,Physically active,2016,40.6,Other
adults,Midland women,Physically active,2016,51.2,Other
adults,Central women,Physically active,2016,47.3,Other
adults,South Island women,Physically active,2016,53.6,Other
adults,Total Non-disabled,Physically active,2016,0.0,Other
adults,Total Disabled,Physically active,2016,0.0,Other
adults,Non-disabled men,Physically active,2016,0.0,Other
adults,Disabled men,Physically active,2016,0.0,Other
adults,Non-disabled women,Physically active,2016,0.0,Other
adults,Disabled women,Physically active,2016,0.0,Other
adults,Total,Highly physically active,2016,44.5,Other
adults,Men,Highly physically active,2016,48.6,Other
adults,Women,Highly physically active,2016,40.6,Other
adults,"15-24",Highly physically active,2016,46.1,Other
adults,"25-34",Highly physically active,2016,47.2,Other
adults,"35-44",Highly physically active,2016,47.1,Other
adults,"45-54",Highly physically active,2016,47.5,Other
adults,"55-64",Highly physically active,2016,44.3,Other
adults,"65-74",Highly physically active,2016,40.0,Other
adults,"75+",Highly physically active,2016,29.8,Other
adults,Total Māori,Highly physically active,2016,46.4,Other
adults,Total Pacific,Highly physically active,2016,38.1,Other
adults,Total Asian,Highly physically active,2016,35.0,Other
adults,Total European/Other,Highly physically active,2016,46.6,Other
adults,Total Northern,Highly physically active,2016,37.8,Other
adults,Total Midland,Highly physically active,2016,48.7,Other
adults,Total Central,Highly physically active,2016,45.5,Other
adults,Total South Island,Highly physically active,2016,49.4,Other
adults,Māori men,Highly physically active,2016,54.4,Other
adults,Māori women,Highly physically active,2016,38.8,Other
adults,Pacific men,Highly physically active,2016,45.8,Other
adults,Pacific women,Highly physically active,2016,31.0,Other
adults,Asian men,Highly physically active,2016,36.7,Other
adults,Asian women,Highly physically active,2016,33.0,Other
adults,European/Other men,Highly physically active,2016,50.6,Other
adults,European/Other women,Highly physically active,2016,42.8,Other
adults,Northern men,Highly physically active,2016,42.6,Other
adults,Midland men,Highly physically active,2016,53.2,Other
adults,Central men,Highly physically active,2016,49.3,Other
adults,South Island men,Highly physically active,2016,52.4,Other
adults,Northern women,Highly physically active,2016,33.1,Other
adults,Midland women,Highly physically active,2016,44.3,Other
adults,Central women,Highly physically active,2016,42.0,Other
adults,South Island women,Highly physically active,2016,46.5,Other
adults,Total Non-disabled,Highly physically active,2016,0.0,Other
adults,Total Disabled,Highly physically active,2016,0.0,Other
adults,Non-disabled men,Highly physically active,2016,0.0,Other
adults,Disabled men,Highly physically active,2016,0.0,Other
adults,Non-disabled women,Highly physically active,2016,0.0,Other
adults,Disabled women,Highly physically active,2016,0.0,Other
adults,Total,Insufficient physical activity,2016,36.4,Behaviour
adults,Men,Insufficient physical activity,2016,35.2,Behaviour
adults,Women,Insufficient physical activity,2016,37.5,Behaviour
adults,"15-24",Insufficient physical activity,2016,37.4,Behaviour
adults,"25-34",Insufficient physical activity,2016,35.3,Behaviour
adults,"35-44",Insufficient physical activity,2016,36.2,Behaviour
adults,"45-54",Insufficient physical activity,2016,37.3,Behaviour
adults,"55-64",Insufficient physical activity,2016,36.2,Behaviour
adults,"65-74",Insufficient physical activity,2016,37.1,Behaviour
adults,"75+",Insufficient physical activity,2016,34.2,Behaviour
adults,Total Māori,Insufficient physical activity,2016,32.4,Behaviour
adults,Total Pacific,Insufficient physical activity,2016,37.5,Behaviour
adults,Total Asian,Insufficient physical activity,2016,41.0,Behaviour
adults,Total European/Other,Insufficient physical activity,2016,36.1,Behaviour
adults,Total Northern,Insufficient physical activity,2016,40.3,Behaviour
adults,Total Midland,Insufficient physical activity,2016,31.6,Behaviour
adults,Total Central,Insufficient physical activity,2016,38.4,Behaviour
adults,Total South Island,Insufficient physical activity,2016,33.0,Behaviour
adults,Māori men,Insufficient physical activity,2016,29.4,Behaviour
adults,Māori women,Insufficient physical activity,2016,35.2,Behaviour
adults,Pacific men,Insufficient physical activity,2016,35.4,Behaviour
adults,Pacific women,Insufficient physical activity,2016,39.4,Behaviour
adults,Asian men,Insufficient physical activity,2016,41.5,Behaviour
adults,Asian women,Insufficient physical activity,2016,40.4,Behaviour
adults,European/Other men,Insufficient physical activity,2016,34.7,Behaviour
adults,European/Other women,Insufficient physical activity,2016,37.4,Behaviour
adults,Northern men,Insufficient physical activity,2016,38.0,Behaviour
adults,Midland men,Insufficient physical activity,2016,30.7,Behaviour
adults,Central men,Insufficient physical activity,2016,36.9,Behaviour
adults,South Island men,Insufficient physical activity,2016,33.7,Behaviour
adults,Northern women,Insufficient physical activity,2016,42.7,Behaviour
adults,Midland women,Insufficient physical activity,2016,32.5,Behaviour
adults,Central women,Insufficient physical activity,2016,39.8,Behaviour
adults,South Island women,Insufficient physical activity,2016,32.4,Behaviour
adults,Total Non-disabled,Insufficient physical activity,2016,0.0,Behaviour
adults,Total Disabled,Insufficient physical activity,2016,0.0,Behaviour
adults,Non-disabled men,Insufficient physical activity,2016,0.0,Behaviour
adults,Disabled men,Insufficient physical activity,2016,0.0,Behaviour
adults,Non-disabled women,Insufficient physical activity,2016,0.0,Behaviour
adults,Disabled women,Insufficient physical activity,2016,0.0,Behaviour
adults,Total,Little or no physical activity,2016,13.5,Behaviour
adults,Men,Little or no physical activity,2016,11.8,Behaviour
adults,Women,Little or no physical activity,2016,15.1,Behaviour
adults,"15-24",Little or no physical activity,2016,11.2,Behaviour
adults,"25-34",Little or no physical activity,2016,12.0,Behaviour
adults,"35-44",Little or no physical activity,2016,10.9,Behaviour
adults,"45-54",Little or no physical activity,2016,9.8,Behaviour
adults,"55-64",Little or no physical activity,2016,13.7,Behaviour
adults,"65-74",Little or no physical activity,2016,16.4,Behaviour
adults,"75+",Little or no physical activity,2016,31.0,Behaviour
adults,Total Māori,Little or no physical activity,2016,16.5,Behaviour
adults,Total Pacific,Little or no physical activity,2016,19.1,Behaviour
adults,Total Asian,Little or no physical activity,2016,16.7,Behaviour
adults,Total European/Other,Little or no physical activity,2016,12.0,Behaviour
adults,Total Northern,Little or no physical activity,2016,15.5,Behaviour
adults,Total Midland,Little or no physical activity,2016,14.1,Behaviour
adults,Total Central,Little or no physical activity,2016,12.0,Behaviour
adults,Total South Island,Little or no physical activity,2016,11.7,Behaviour
adults,Māori men,Little or no physical activity,2016,12.8,Behaviour
adults,Māori women,Little or no physical activity,2016,19.9,Behaviour
adults,Pacific men,Little or no physical activity,2016,16.2,Behaviour
adults,Pacific women,Little or no physical activity,2016,21.8,Behaviour
adults,Asian men,Little or no physical activity,2016,16.1,Behaviour
adults,Asian women,Little or no physical activity,2016,17.4,Behaviour
adults,European/Other men,Little or no physical activity,2016,10.4,Behaviour
adults,European/Other women,Little or no physical activity,2016,13.4,Behaviour
adults,Northern men,Little or no physical activity,2016,14.2,Behaviour
adults,Midland men,Little or no physical activity,2016,11.9,Behaviour
