"population","indicator","year","comparison","rate_ratio","low_ci","high_ci","adjusted_factors"
adults,Asthma (using treatment),2024,Pacific men vs non-Pacific men,0.71,0.36,1.38,Age
adults,Asthma (using treatment),2024,Pacific women vs non-Pacific women,1.51,1.06,2.15,Age
adults,Asthma (using treatment),2024,Asian vs non-Asian,0.4,0.3,0.52,"Age, gender"
adults,Asthma (using treatment),2024,Asian men vs non-Asian men,0.37,0.22,0.62,Age
adults,Asthma (using treatment),2024,Asian women vs non-Asian women,0.41,0.28,0.59,Age
adults,Asthma (using treatment),2024,Most deprived vs least deprived,1.25,0.93,1.68,"Age, gender, ethnic group"
adults,Asthma (using treatment),2024,Most deprived vs least deprived - men,0.69,0.42,1.12,"Age, ethnic group"
adults,Asthma (using treatment),2024,Most deprived vs least deprived - women,1.91,1.34,2.72,"Age, ethnic group"
adults,Asthma (using treatment),2024,Disabled adults vs non-disabled adults,1.77,1.44,2.16,"Age, gender"
adults,COPD,2024,Men vs women,0.84,0.62,1.14,Age
adults,COPD,2024,Māori vs non-Māori,2.07,1.43,2.98,"Age, gender"
adults,COPD,2024,Māori men vs non-Māori men,1.9,0.98,3.69,Age
adults,COPD,2024,Māori women vs non-Māori women,2.18,1.51,3.15,Age
adults,COPD,2024,Pacific vs non-Pacific,0.63,0.29,1.39,"Age, gender"
adults,COPD,2024,Pacific men vs non-Pacific men,0.81,0.23,2.94,Age
adults,COPD,2024,Pacific women vs non-Pacific women,0.53,0.18,1.62,Age
adults,COPD,2024,Asian vs non-Asian,0.56,0.21,1.48,"Age, gender"
adults,COPD,2024,Asian women vs non-Asian women,0.94,0.33,2.65,Age
adults,COPD,2024,Most deprived vs least deprived,2.04,1.09,3.8,"Age, gender, ethnic group"
adults,COPD,2024,Most deprived vs least deprived - men,1.8,0.64,5.04,"Age, ethnic group"
adults,COPD,2024,Most deprived vs least deprived - women,2.25,1.11,4.54,"Age, ethnic group"
adults,COPD,2024,Disabled adults vs non-disabled adults,2.71,2.02,3.63,"Age, gender"
adults,Diabetes,2024,Men vs women,1.23,1.02,1.49,Age
adults,Diabetes,2024,Māori vs non-Māori,1.83,1.49,2.24,"Age, gender"
adults,Diabetes,2024,Māori men vs non-Māori men,1.79,1.34,2.39,Age
adults,Diabetes,2024,Māori women vs non-Māori women,1.76,1.38,2.26,Age
adults,Diabetes,2024,Pacific vs non-Pacific,3.54,2.79,4.5,"Age, gender"
adults,Diabetes,2024,Pacific men vs non-Pacific men,3.52,2.48,5.01,Age
adults,Diabetes,2024,Pacific women vs non-Pacific women,3.63,2.78,4.75,Age
adults,Diabetes,2024,Asian vs non-Asian,1.42,1.12,1.82,"Age, gender"
adults,Diabetes,2024,Asian men vs non-Asian men,1.36,0.93,1.98,Age
adults,Diabetes,2024,Asian women vs non-Asian women,1.51,1.06,2.14,Age
adults,Diabetes,2024,Most deprived vs least deprived,2.66,1.88,3.76,"Age, gender, ethnic group"
adults,Diabetes,2024,Most deprived vs least deprived - men,2.25,1.32,3.83,"Age, ethnic group"
adults,Diabetes,2024,Most deprived vs least deprived - women,3.11,1.94,4.98,"Age, ethnic group"
adults,Diabetes,2024,Disabled adults vs non-disabled adults,2.04,1.71,2.45,"Age, gender"
adults,Chronic pain,2024,Men vs women,0.82,0.75,0.9,Age
adults,Chronic pain,2024,Māori vs non-Māori,1.24,1.12,1.38,"Age, gender"
adults,Chronic pain,2024,Māori men vs non-Māori men,1.42,1.21,1.68,Age
adults,Chronic pain,2024,Māori women vs non-Māori women,1.12,1.01,1.25,Age
adults,Chronic pain,2024,Pacific vs non-Pacific,1.03,0.88,1.2,"Age, gender"
adults,Chronic pain,2024,Pacific men vs non-Pacific men,1.08,0.83,1.39,Age
adults,Chronic pain,2024,Pacific women vs non-Pacific women,1.0,0.82,1.22,Age
adults,Chronic pain,2024,Asian vs non-Asian,0.58,0.49,0.69,"Age, gender"
adults,Chronic pain,2024,Asian men vs non-Asian men,0.43,0.31,0.6,Age
adults,Chronic pain,2024,Asian women vs non-Asian women,0.71,0.59,0.85,Age
adults,Chronic pain,2024,Most deprived vs least deprived,1.46,1.18,1.81,"Age, gender, ethnic group"
adults,Chronic pain,2024,Most deprived vs least deprived - men,1.56,1.16,2.09,"Age, ethnic group"
adults,Chronic pain,2024,Most deprived vs least deprived - women,1.42,1.12,1.79,"Age, ethnic group"
adults,Chronic pain,2024,Disabled adults vs non-disabled adults,2.32,2.11,2.54,"Age, gender"
adults,Any arthritis,2024,Men vs women,1.06,0.97,1.15,Age
adults,Any arthritis,2024,Māori vs non-Māori,1.38,1.26,1.52,"Age, gender"
adults,Any arthritis,2024,Māori men vs non-Māori men,1.51,1.3,1.75,Age
adults,Any arthritis,2024,Māori women vs non-Māori women,1.26,1.14,1.41,Age
adults,Any arthritis,2024,Pacific vs non-Pacific,1.3,1.1,1.53,"Age, gender"
adults,Any arthritis,2024,Pacific men vs non-Pacific men,1.46,1.18,1.8,Age
adults,Any arthritis,2024,Pacific women vs non-Pacific women,1.17,0.93,1.48,Age
adults,Any arthritis,2024,Asian vs non-Asian,0.53,0.42,0.69,"Age, gender"
adults,Any arthritis,2024,Asian men vs non-Asian men,0.56,0.41,0.77,Age
adults,Any arthritis,2024,Asian women vs non-Asian women,0.49,0.35,0.7,Age
adults,Any arthritis,2024,Most deprived vs least deprived,1.31,1.12,1.52,"Age, gender, ethnic group"
adults,Any arthritis,2024,Most deprived vs least deprived - men,1.27,0.99,1.63,"Age, ethnic group"
adults,Any arthritis,2024,Most deprived vs least deprived - women,1.35,1.09,1.67,"Age, ethnic group"
adults,Any arthritis,2024,Disabled adults vs non-disabled adults,1.81,1.63,2.03,"Age, gender"
adults,Gout,2024,Men vs women,4.42,3.6,5.43,Age
adults,Gout,2024,Māori vs non-Māori,1.91,1.49,2.44,"Age, gender"
adults,Gout,2024,Māori men vs non-Māori men,1.89,1.42,2.51,Age
adults,Gout,2024,Māori women vs non-Māori women,1.98,1.28,3.06,Age
adults,Gout,2024,Pacific vs non-Pacific,3.27,2.47,4.31,"Age, gender"
adults,Gout,2024,Pacific men vs non-Pacific men,2.87,2.11,3.92,Age
adults,Gout,2024,Pacific women vs non-Pacific women,5.13,2.95,8.9,Age
adults,Gout,2024,Asian vs non-Asian,0.78,0.52,1.16,"Age, gender"
adults,Gout,2024,Asian men vs non-Asian men,0.82,0.52,1.28,Age
adults,Gout,2024,Asian women vs non-Asian women,0.57,0.22,1.47,Age
adults,Gout,2024,Most deprived vs least deprived,1.4,0.95,2.05,"Age, gender, ethnic group"
adults,Gout,2024,Most deprived vs least deprived - men,1.23,0.81,1.86,"Age, ethnic group"
adults,Gout,2024,Disabled adults vs non-disabled adults,1.65,1.27,2.14,"Age, gender"
adults,Osteoarthritis,2024,Men vs women,0.74,0.64,0.86,Age
adults,Osteoarthritis,2024,Māori vs non-Māori,1.21,1.06,1.39,"Age, gender"
adults,Osteoarthritis,2024,Māori men vs non-Māori men,1.39,1.11,1.75,Age
adults,Osteoarthritis,2024,Māori women vs non-Māori women,1.1,0.93,1.29,Age
adults,Osteoarthritis,2024,Pacific vs non-Pacific,0.79,0.59,1.07,"Age, gender"
adults,Osteoarthritis,2024,Pacific men vs non-Pacific men,0.74,0.44,1.25,Age
adults,Osteoarthritis,2024,Pacific women vs non-Pacific women,0.82,0.58,1.16,Age
adults,Osteoarthritis,2024,Asian vs non-Asian,0.34,0.2,0.61,"Age, gender"
adults,Osteoarthritis,2024,Asian men vs non-Asian men,0.29,0.14,0.58,Age
adults,Osteoarthritis,2024,Asian women vs non-Asian women,0.38,0.2,0.74,Age
adults,Osteoarthritis,2024,Most deprived vs least deprived,1.29,1.05,1.58,"Age, gender, ethnic group"
adults,Osteoarthritis,2024,Most deprived vs least deprived - men,1.29,0.89,1.86,"Age, ethnic group"
adults,Osteoarthritis,2024,Most deprived vs least deprived - women,1.29,0.98,1.7,"Age, ethnic group"
adults,Osteoarthritis,2024,Disabled adults vs non-disabled adults,1.93,1.68,2.21,"Age, gender"
adults,Rheumatoid arthritis,2024,Men vs women,0.71,0.54,0.93,Age
adults,Rheumatoid arthritis,2024,Māori vs non-Māori,2.25,1.65,3.06,"Age, gender"
adults,Rheumatoid arthritis,2024,Māori men vs non-Māori men,2.86,1.68,4.88,Age
adults,Rheumatoid arthritis,2024,Māori women vs non-Māori women,1.91,1.32,2.79,Age
adults,Rheumatoid arthritis,2024,Pacific vs non-Pacific,1.25,0.63,2.48,"Age, gender"
adults,Rheumatoid arthritis,2024,Pacific men vs non-Pacific men,0.82,0.29,2.29,Age
adults,Rheumatoid arthritis,2024,Pacific women vs non-Pacific women,1.46,0.63,3.37,Age
adults,Rheumatoid arthritis,2024,Asian vs non-Asian,0.49,0.26,0.91,"Age, gender"
adults,Rheumatoid arthritis,2024,Asian men vs non-Asian men,0.39,0.12,1.23,Age
adults,Rheumatoid arthritis,2024,Asian women vs non-Asian women,0.57,0.27,1.21,Age
adults,Rheumatoid arthritis,2024,Most deprived vs least deprived,2.5,1.48,4.23,"Age, gender, ethnic group"
adults,Rheumatoid arthritis,2024,Most deprived vs least deprived - men,5.06,1.89,13.56,"Age, ethnic group"
adults,Rheumatoid arthritis,2024,Most deprived vs least deprived - women,1.57,0.82,3.02,"Age, ethnic group"
adults,Rheumatoid arthritis,2024,Disabled adults vs non-disabled adults,2.42,1.74,3.36,"Age, gender"
adults,Past-year drinkers,2024,Men vs women,1.11,1.07,1.15,Age
adults,Past-year drinkers,2024,Māori vs non-Māori,1.01,0.97,1.05,"Age, gender"
adults,Past-year drinkers,2024,Māori men vs non-Māori men,0.96,0.9,1.01,Age
adults,Past-year drinkers,2024,Māori women vs non-Māori women,1.06,1.0,1.12,Age
adults,Past-year drinkers,2024,Pacific vs non-Pacific,0.76,0.7,0.83,"Age, gender"
adults,Past-year drinkers,2024,Pacific men vs non-Pacific men,0.84,0.75,0.94,Age
adults,Past-year drinkers,2024,Pacific women vs non-Pacific women,0.7,0.62,0.78,Age
adults,Past-year drinkers,2024,Asian vs non-Asian,0.66,0.61,0.71,"Age, gender"
adults,Past-year drinkers,2024,Asian men vs non-Asian men,0.77,0.71,0.84,Age
adults,Past-year drinkers,2024,Asian women vs non-Asian women,0.55,0.47,0.63,Age
adults,Past-year drinkers,2024,Most deprived vs least deprived,0.82,0.77,0.87,"Age, gender, ethnic group"
adults,Past-year drinkers,2024,Most deprived vs least deprived - men,0.84,0.78,0.91,"Age, ethnic group"
adults,Past-year drinkers,2024,Most deprived vs least deprived - women,0.79,0.71,0.87,"Age, ethnic group"
adults,Past-year drinkers,2024,Disabled adults vs non-disabled adults,0.93,0.88,0.99,"Age, gender"
adults,Hazardous drinking pattern (total population),2024,Men vs women,1.88,1.66,2.13,Age
adults,Hazardous drinking pattern (total population),2024,Māori vs non-Māori,1.67,1.47,1.91,"Age, gender"
adults,Hazardous drinking pattern (total population),2024,Māori men vs non-Māori men,1.44,1.19,1.75,Age
adults,Hazardous drinking pattern (total population),2024,Māori women vs non-Māori women,2.18,1.78,2.67,Age
adults,Hazardous drinking pattern (total population),2024,Pacific vs non-Pacific,0.97,0.75,1.26,"Age, gender"
adults,Hazardous drinking pattern (total population),2024,Pacific men vs non-Pacific men,1.08,0.79,1.47,Age
adults,Hazardous drinking pattern (total population),2024,Pacific women vs non-Pacific women,0.82,0.53,1.25,Age
adults,Hazardous drinking pattern (total population),2024,Asian vs non-Asian,0.19,0.13,0.28,"Age, gender"
adults,Hazardous drinking pattern (total population),2024,Asian men vs non-Asian men,0.25,0.17,0.37,Age
adults,Hazardous drinking pattern (total population),2024,Asian women vs non-Asian women,0.08,0.03,0.2,Age
adults,Hazardous drinking pattern (total population),2024,Most deprived vs least deprived,1.05,0.8,1.39,"Age, gender, ethnic group"
adults,Hazardous drinking pattern (total population),2024,Most deprived vs least deprived - men,1.09,0.81,1.46,"Age, ethnic group"
adults,Hazardous drinking pattern (total population),2024,Most deprived vs least deprived - women,1.0,0.65,1.55,"Age, ethnic group"
adults,Hazardous drinking pattern (total population),2024,Disabled adults vs non-disabled adults,1.47,1.2,1.79,"Age, gender"
adults,Hazardous drinking pattern (past-year drinkers),2024,Men vs women,1.7,1.51,1.91,Age
adults,Hazardous drinking pattern (past-year drinkers),2024,Māori vs non-Māori,1.66,1.46,1.88,"Age, gender"
adults,Hazardous drinking pattern (past-year drinkers),2024,Māori men vs non-Māori men,1.5,1.25,1.8,Age
adults,Hazardous drinking pattern (past-year drinkers),2024,Māori women vs non-Māori women,2.0,1.64,2.44,Age
adults,Hazardous drinking pattern (past-year drinkers),2024,Pacific vs non-Pacific,1.21,0.95,1.56,"Age, gender"
adults,Hazardous drinking pattern (past-year drinkers),2024,Pacific men vs non-Pacific men,1.28,0.94,1.73,Age
adults,Hazardous drinking pattern (past-year drinkers),2024,Pacific women vs non-Pacific women,1.12,0.75,1.66,Age
adults,Hazardous drinking pattern (past-year drinkers),2024,Asian vs non-Asian,0.26,0.18,0.39,"Age, gender"
adults,Hazardous drinking pattern (past-year drinkers),2024,Asian men vs non-Asian men,0.32,0.22,0.46,Age
adults,Hazardous drinking pattern (past-year drinkers),2024,Asian women vs non-Asian women,0.14,0.05,0.36,Age
adults,Hazardous drinking pattern (past-year drinkers),2024,Most deprived vs least deprived,1.26,0.98,1.61,"Age, gender, ethnic group"
adults,Hazardous drinking pattern (past-year drinkers),2024,Most deprived vs least deprived - men,1.29,0.99,1.68,"Age, ethnic group"
adults,Hazardous drinking pattern (past-year drinkers),2024,Most deprived vs least deprived - women,1.2,0.8,1.79,"Age, ethnic group"
adults,Hazardous drinking pattern (past-year drinkers),2024,Disabled adults vs non-disabled adults,1.53,1.27,1.83,"Age, gender"
adults,Heavy episodic drinking at least monthly (total population),2024,Men vs women,2.05,1.75,2.39,Age
adults,Heavy episodic drinking at least monthly (total population),2024,Māori vs non-Māori,1.42,1.24,1.62,"Age, gender"
adults,Heavy episodic drinking at least monthly (total population),2024,Māori men vs non-Māori men,1.24,1.03,1.49,Age
adults,Heavy episodic drinking at least monthly (total population),2024,Māori women vs non-Māori women,1.83,1.46,2.3,Age
adults,Heavy episodic drinking at least monthly (total population),2024,Pacific vs non-Pacific,1.0,0.79,1.26,"Age, gender"
adults,Heavy episodic drinking at least monthly (total population),2024,Pacific men vs non-Pacific men,1.04,0.79,1.36,Age
adults,Heavy episodic drinking at least monthly (total population),2024,Pacific women vs non-Pacific women,0.95,0.63,1.43,Age
adults,Heavy episodic drinking at least monthly (total population),2024,Asian vs non-Asian,0.24,0.19,0.32,"Age, gender"
adults,Heavy episodic drinking at least monthly (total population),2024,Asian men vs non-Asian men,0.33,0.24,0.45,Age
adults,Heavy episodic drinking at least monthly (total population),2024,Asian women vs non-Asian women,0.08,0.03,0.17,Age
adults,Heavy episodic drinking at least monthly (total population),2024,Most deprived vs least deprived,0.8,0.61,1.04,"Age, gender, ethnic group"
adults,Heavy episodic drinking at least monthly (total population),2024,Most deprived vs least deprived - men,0.78,0.57,1.07,"Age, ethnic group"
adults,Heavy episodic drinking at least monthly (total population),2024,Most deprived vs least deprived - women,0.83,0.53,1.3,"Age, ethnic group"
adults,Heavy episodic drinking at least monthly (total population),2024,Disabled adults vs non-disabled adults,1.05,0.83,1.34,"Age, gender"
adults,Heavy episodic drinking at least monthly (past-year drinkers),2024,Men vs women,1.86,1.61,2.16,Age
adults,Heavy episodic drinking at least monthly (past-year drinkers),2024,Māori vs non-Māori,1.4,1.23,1.6,"Age, gender"
adults,Heavy episodic drinking at least monthly (past-year drinkers),2024,Māori men vs non-Māori men,1.28,1.08,1.52,Age
adults,Heavy episodic drinking at least monthly (past-year drinkers),2024,Māori women vs non-Māori women,1.68,1.34,2.09,Age
adults,Heavy episodic drinking at least monthly (past-year drinkers),2024,Pacific vs non-Pacific,1.25,1.01,1.54,"Age, gender"
adults,Heavy episodic drinking at least monthly (past-year drinkers),2024,Pacific men vs non-Pacific men,1.22,0.95,1.57,Age
adults,Heavy episodic drinking at least monthly (past-year drinkers),2024,Pacific women vs non-Pacific women,1.3,0.91,1.87,Age
adults,Heavy episodic drinking at least monthly (past-year drinkers),2024,Asian vs non-Asian,0.34,0.26,0.44,"Age, gender"
adults,Heavy episodic drinking at least monthly (past-year drinkers),2024,Asian men vs non-Asian men,0.42,0.3,0.57,Age
adults,Heavy episodic drinking at least monthly (past-year drinkers),2024,Asian women vs non-Asian women,0.14,0.06,0.32,Age
adults,Heavy episodic drinking at least monthly (past-year drinkers),2024,Most deprived vs least deprived,0.95,0.74,1.21,"Age, gender, ethnic group"
adults,Heavy episodic drinking at least monthly (past-year drinkers),2024,Most deprived vs least deprived - men,0.93,0.69,1.24,"Age, ethnic group"
adults,Heavy episodic drinking at least monthly (past-year drinkers),2024,Most deprived vs least deprived - women,0.97,0.63,1.48,"Age, ethnic group"
adults,Heavy episodic drinking at least monthly (past-year drinkers),2024,Disabled adults vs non-disabled adults,1.1,0.88,1.37,"Age, gender"
adults,Heavy episodic drinking at least weekly (total population),2024,Men vs women,2.31,1.91,2.8,Age
